ID,Subject,Bangla,Arabic,Urdu,English,Pronunciation
CF-42,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,ভাতের মাড়,فَوَّارَة ٌ الْأَرُزِّ,چاول کی بیج,Boiled rice juice,(বয়েলড রাইস জুস)
CF-43,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,দধি,تَرِيْبٌ,دہی,Curd,(কার্ড)
CF-44,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,দুধের ক্ষীর,لَبَنِيَّةٌ,شیر برنج کھیر,Condensed milk,(কনডেন্সড মিল্ক)
CF-45,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,বরফ,جَلِيْدٌ,برف,Ice,(আইস)
CF-46,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,ছাতু,سَوِيْقٌ,ستو,Barley flour,(বার্লি ফ্লাওয়ার)
CF-47,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,বরফ মালাই,اَلْبَوْرُ,ملائی کا برف,Ice cream,(আইস ক্রিম)
CF-48,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,সবুজ চা,شَايٌ أَخْضَرُ,سبز چائے,Green tea,(গ্রিন টি)
CF-49,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,আমের আচার,أَشَارُ أَنْبَجُ,آم کا اچار,Mango jelly,(ম্যাঙ্গো জেলি)
CF-50,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,মিঠা,حَلَاوَةٌ,مٹھائی,Sweet,(সুইট)
CF-51,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,"ডাল, ছোলা",حُمَّصٌ,دال نخود,Gram,(গ্রাম)
CF-52,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,জিলাপী,مُشَبَّكٌ,جلیبی,Jalebi,(জিলাপি)
CF-53,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,মাষকলাই ডাল,عَدَسٌ هِنْدِيٌّ,ماش دال,Mash dal,(মাষ ডাল)
CF-54,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,মাথায় ব্যবহারের তেল,زَيْتُ حَقِّ الرَّأْسِ,سر میں لگا نے کا تیل,Oil for external use,(অয়েল ফর এক্সটারনাল ইউজ)
CF-55,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,কাটলেট,كَسْلَانَةٌ,پسلی کا ٹکڑا,Chop,(চপ)
CF-56,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,হুক্কা,نَارِجِيْلَةٌ,حقہ,Lime,(লাইম)
CF-57,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,চুনা,نَوْرَةٌ,چونہ,Catechu,(ক্যাটেচু / খয়ের)
CF-58,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,খয়ের,كَافٌ,کتھ,Catechu,(ক্যাটেচু)
CF-59,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,সুপারী,فَوْفَلٌ,سپاری,Nut,(নাট)
CF-60,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,লং,قَرَنْفُلٌ,لونگ,Clove,(ক্লোভ)
CF-61,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,হলদী,هُوْدٌ,ہلدی,Turmeric,(টারমারিক)
CF-62,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,এলাচী,هِيْلٌ,الاچیئ,Cardamom,(কারডামম)
CF-63,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,পাঁচ ফোড়ন,نُسَافَةٌ,پچھوڑن,Five seasoning,(ফাইভ সিজনিং)
CF-64,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,কুটনী,تُرَافَةٌ,کٹن,Cutter,(কাটার)
CF-65,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,চালূনী,تُقَابَةٌ,چھٹن,Strainer,(স্ট্রেইনার)
CF-66,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,ভূষি,نِخَالَةٌ,بھوڑن,Chaff,(চ্যাফ)
CF-67,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,আবর্জনা পরিস্কার করার নেককড়া,نُثَارَةٌ,جھاڑن,Rag,(র‍্যাগ)
CF-68,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,শুকনা ময়দা বা আটা যা রুটির ভিজা গোলাতে মেখে বেলুন দ্বারা ডলা হয়,لُوَاثَةٌ,پلیتھن,Excess Flour,(এক্সেস ফ্লাওয়ার)
CF-69,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,"খড়কুটা, আবর্জনা",كُنَاسَةٌ,کوڑا کرکٹ,Husk,(হাস্ক)
CF-70,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,ধোয়ার পানি বা ধূয়ে যে ময়লা বের করা হয়,غُسَالَةٌ,دھوون,Dirty water,(ডার্টি ওয়াটার)
CF-71,খাদ্য বা আহারীয় বস্তু / الْأَطْعِمَةُ وَالْمَأْكُولَاتُ / Food,      নিংড়ানো                  ,عُصَارَةٌ,     نچوڑن,To press out,(টু প্রেস আউট)
CK-01,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ি,اَلسَّاعَةُ,گھڑی,Watch,(ওয়াচ)
CK-02,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ির চেইন,سِلْسِلَةُ السَّاعَةِ,گھڑی کی زنجیر,Chain of watch,(চেইন অব ওয়াচ)
CK-03,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,"ঘড়ি মেরামত কারী, ঘড়ি প্রস্তুতকারী",سَاعَاتِيٌّ,گھڑی ساز,Watchmaker,(ওয়াচমেকার)
CK-04,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,পকেট ঘড়ি,سَاعَةُ الْجَيْبِ,جیبی گھڑی,Pocket watch,(পকেট ওয়াচ)
CK-05,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,টাওয়ার বা উঁচু স্থানে স্থাপিত ঘড়ি,اَلسَّاعَةُ الْعُمُوْمِيَّةُ,ٹاور,Clock,(ক্লক)
CK-06,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,এলার্ম ঘড়ি,اَلسَّاعَةُ الْمُنَبِّهَةُ,الارم گھڑی,Alarm watch,(অ্যালার্ম ওয়াচ)
CK-07,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ির কাঁটা,عَقْرَبٌ,گھڑی کی سوی,Watch hand,(ওয়াচ হ্যান্ড)
CK-08,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ি ফার্স্ট হওয়া,تَقَدُّمُ السَّاعَةِ,گھڑی کا وقت آگے ہونا,To run fast,(টু রান ফাস্ট)
CK-09,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ি স্লো হওয়া,تَأَخُّرُ السَّاعَةِ,گھڑی کا وقت پیچھے ہونا,To be slow,(টু বি স্লো)
CK-10,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ি বন্ধ হওয়া,وُقُوْفُ السَّاعَةِ,گھڑی کا کھڑا ہونا,To be out of order,(টু বি আউট অব অর্ডার)
CK-11,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ি সঠিক ভাবে চলা,اِسْتِقَامَةُ سَيْرِ السَّاعَةِ,گھڑی کا ٹھیک چلنا,To run on time,(টু রান অন টাইম)
CK-12,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ি সঠিক সময় না দেয়া,اِنْحِرَافُ سَيْرِ الْسَاعَةِ,گھڑی کی چال میں فرق پڑ جانا,To be out of order,(টু বি আউট অব অর্ডার)
CK-13,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়িতে চাবি দেয়া,تَدْوِيْرُ السَّاعَةِ,گھڑی میں جابی دینا,To key in the watch,(টু কি ইন দ্য ওয়াচ)
CK-14,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ি টিক টিক শব্দ করা,تَكْتَكَةُ السَّاعَةِ,گھڑی کا ٹک ٹک کرنا,To tick,(টু টিক)
CK-15,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,ঘড়ির বাক্স,ظَرْفُ السَّاعَةِ,گھڑی کا کیس,Watch box,(ওয়াচ বক্স)
CK-16,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,সেকেন্ড,ثَانِيَةٌ,سیکنڈ,Second,(সেকেন্ড)
CK-17,ঘড়ি সংক্রান্ত / أَلْفَاظٌ تَتَعَلَّقُ بِالسَّاعَةِ / Words about watch and clock,মিনিট,دَقِيْقَةٌ,منٹ,Minute,(মিনিট)
HS-01,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,আসবাবপত্র,بَضَاعَةٌ,اسباب,Furniture,(ফার্নিচার)
HS-02,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,টেবিল,طَاوِلَةٌ,میز,Table,(টেবল)
HS-03,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,ড্রয়ার,دَرَجٌ,میز کی دراز,Drawer,(ড্রয়ার)
HS-04,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"সোফা, আরামদায়ক চেয়ার",فَوْتِيٌّ,آرام کرسی,Sofa,(সোফা)
HS-05,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,মশারী,كِلَّةٌ,مسہری,Mosquito net,(মসকিটো নেট)
HS-06,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,টেবিল আবরণী,غِطَاءُ الطَّاوِلَةِ,میز پوش,Tablecloth,(টেবলক্লথ)
HS-07,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"খাবার টেবিল, দস্তরখান",غِطَاءُ الْمَائِدَةِ,خوان پوش,Dining tablecloth,(ডাইনিং টেবলক্লথ)
HS-08,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,মশারী,نَامُوْسِيَّةٌ,مچھر دانی,Mosquito net,(মসকিটো নেট)
HS-09,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,তালা,"قُفْلٌ، غَالٌ",تالا,Lock,(লক)
HS-10,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,চাবি,مِفْتَاحٌ,"چابی، کنجی",Key,(কী)
HS-11,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,রশি,حَبْلٌ,رسی,String,(স্ট্রিং)
HS-12,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বালতি,دَلْوٌ,ڈول,Bucket,(কেট)
HS-13,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বড় বালতি,غَرْبٌ,بڑا ڈول,Large bucket,(লার্জ কেট)
HS-14,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"চুল্লী, চুলা",فَرْنٌ,بسکٹ بنانے کا تنور,Oven,(ওভেন)
HS-15,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বড় চুলা,طَابُوْنَةٌ,بڑا تنور,Furnace,(ফার্নেস)
HS-16,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,চুলা গরম করা,حَمُّ التَّنُّوْرِ,تنور گرم کرنا,To set an oven on fire,(টু সেট অ্যান ওভেন অন ফায়ার)
HS-17,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"চিমনী, ধুম্রনালী",مَدْخَنَةٌ,دھواں کش,Chimney,(চিমনি)
HS-18,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,দিয়াশলাই,شَحَاطَاتٌ,دیاسلائی,Safety match,(সেফটি ম্যাচ)
HS-19,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,দিয়াশলাই বাক্স,شَحَاطَاتُ كَبْرِيْتٍ,دیاسلائی کا بکس,Safety matchbox,(সেফটি ম্যাচবক্স)
HS-20,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"ঝাড়ু, ঝাঁটা",مِكْنَسَةٌ,جھاڑو,Broom,(ব্রুম)
HS-21,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,মসৃণ চাটাই,سَلْتَةٌ,پتلی چٹائی,Plain mat,(প্লেইন ম্যাট)
HS-22,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,চাটাই,حَصِيْرٌ,بوریا,Mat,(ম্যাট)
HS-23,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"বড় ঝুড়ি, টুকরি",صَابُوْرِيَّةٌ,بڑا ٹوکرا,Large basket,(লার্জ বাস্কেট)
HS-24,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,ঝুড়ি,سَلَّةٌ,پٹارہ,Basket,(বাস্কেট)
HS-25,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"খাঁচা, পিঞ্জিরা",قَفَصٌ,پنجرہ,Cage,(কেইজ)
HS-26,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,পিকদান,مَبْصَقَةٌ,اگالدان,Spitting pot,(স্পিটিং পট)
HS-27,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,সাবান রাখার পাত্র,مَصْبَنَةٌ,صابون دانی,Soap case,(সোপ কেইস)
HS-28,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"হাতুড়ি, মুগুর",مُدْقٌ,موسل,Hammer,(হ্যামার)
HS-29,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"আয়রন, ইস্ত্রি",سَتَاجٌ,ایڑن,Iron,(আয়রন)
HS-30,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"চরকা, সূতা কাটার যন্ত্র",دُوْلَابُ الْغَزْلِ,چرخہ,Spinning,(স্পিনিং)
HS-31,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,তুলা ধুনার যন্ত্র,مِحْلَاجٌ,اوٹنی,Cotton cleaner,(কটন ক্লিনার)
HS-32,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"টেকো, সুতার নলি",مَغْزَلٌ,تکلا,Bobbin,(ববিন)
HS-33,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"চৌপায়া, জল চৌকি",قَعَّادَةٌ,چار پائی,Bathing stool,(বাথিং স্টুল)
HS-34,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"পালঙ্ক, খাট",شَبْرِيَّةٌ,پلنگ,Cot,(কট)
HS-35,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,খাটের ফ্রেম,كَرْوِيَّةٌ,پلنگ کا ڈھانچ,Frame of cot,(ফ্রেম অব কট)
HS-36,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,হামানদিস্তা,مِهْرَاسٌ,اکھلی,Iron mortar and pestle,(আয়রন মর্টার অ্যান্ড পেস্টল)
HS-37,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বাঁশের ফালি দ্বারা প্রস্তুত পর্দা বিশেষ,سَتَّارَةٌ,چلمن,Bamboo curtain,(ব্যাম্বু কার্টেন)
HS-38,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,চিনামাটির পাত্র,بُسْتُوْقَةٌ,مرتبان,China ware,(চায়না ওয়্যার)
HS-39,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,চূর্ণ করার মজুরী,بُرْكَةٌ,بسائی,Wage of grinding,(ওয়েজ অব গ্রাইন্ডিং)
HS-40,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,চামড়ার থলে,جَعْبَةٌ,چرمی بیگ,Leather bag,(লেদার ব্যাগ)
HS-41,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"খনিজ তৈল, আলকাতরা",زَيْتُ الْغَازِ,مٹی کا تیل,Mineral oil,(মিনারেল অয়েল)
HS-42,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,তৈলের পাত্র,مَدْهَنٌ,تیل کا پیالہ,Oil pot,(অয়েল পট)
HS-43,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,হ্যারিকেন প্রদীপ,زُجَاجٌ,لیمپ لالٹین,Lantern,(ল্যান্টার্ন)
HS-44,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"বাতি, প্রদীপ",سِرَاجٌ,چراغ,Lamp,(ল্যাম্প)
HS-45,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,চেরাগদান,مِنَارَةٌ,چراغ دان,Lamp post,(ল্যাম্প পোস্ট)
HS-46,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,প্রাচীন যুগের চেরাগদান,مَسْرَجَةٌ,ڈیوث,Ancient lamp post,(এনশেন্ট ল্যাম্প পোস্ট)
HS-47,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,প্রদীপের পলিতা,قُرَاطَةٌ,چراغ کا گل,Wick,(উইক)
HS-48,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,পলিতা নেয়া,تَقْرِيْطٌ,گل لینا,To set wick,(টু সেট উইক)
HS-49,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,প্রদীপে তৈল দেয়া,سَكْبُ الدَّهْنِ,چراغ میں تیل ڈالنا,To pour oil in the lamp,(টু পোর অয়েল ইন দ্য ল্যাম্প)
HS-50,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"হুঁক্কা, ধুম পানের যন্ত্র",غَلْيُوْنٌ,حقہ,Hookah,(হুকা)
HS-51,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,হুঁক্কার কলকি,"رَأْسُ الْبُوْرِيْ، حَجَرُ الشِّيْشَةِ",چلم,Hubble bubble,(হাবল বাবল)
HS-52,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"আলনা, কাপড় ঝুলানোর বস্তু",مِعْلَاقٌ,الگنی,Hanger,(হ্যাঙ্গার)
HS-53,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,পেশাবের পাত্র,مَبُوْلَةٌ,پیشاب کا برتن,Urinal / Pisspot,(ইউরিনাল / পিসপট)
HS-54,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"দোলনা, বড় থলে",أَرْجُوْحَةٌ,جھولہ,Swing,(সুইং)
HS-55,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বদনা বা পানির পাত্র,حَنَفِيَّةٌ,ٹونٹی,Water pot,(ওয়াটার পট)
HS-56,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,আলমারী,رَفْرَفٌ,الماری,Almirah,(আলমিরা)
HS-57,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,দেয়ালে নির্মিত আলমারী,دُكَّةٌ,وہ الماری جو دیوار میں ہو,Wall chest,(ওয়াল চেস্ট)
HS-58,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,কাপড় রাখার তাক বিশিষ্ট আলমারী,شِكَمْجِيَّةٌ,کپڑا رکھنے کی خانہ دار الماری ,Wardrobe,(ওয়ার্ডরোব)
HS-59,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,পত্রাদি বন্ধ করার গালা,اَلشَّمْعُ الْأَحْمَرُ,لاکہ,Gum,(গাম)
HS-60,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,"নিক্তি, তুলাদণ্ড",مِيْزَانٌ,ترازو,Balance staff,(ব্যালেন্স স্টাফ)
HS-61,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,নিক্তির পাল্লা,كَفَّةٌ,ترازو کا پلڑا,Balance dish,(ব্যালেন্স ডিশ)
HS-62,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,নিক্তির চূড়া,غَذْيَةُ الْمِيْزَانِ,ترازو کی چوٹی,Top of the balance staff,(টপ অব দ্য ব্যালেন্স স্টাফ)
HS-63,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বাটখারা,طَنْجَةٌ,باٹ,Weight,(ওয়েট)
HS-64,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,নেকড়া ঝাড়ন,طَرْشُوْنٌ,صافی,Rag,(র‍্যাগ)
HS-65,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বুরুশ,طُمَارٌ,گھریرا,Brush,(ব্রাশ)
HS-66,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,বোতল,غَرْشَةٌ,بوتل,Bottle,(বটল)
HS-67,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,তৈলের চুঙ্গি,قِمْعٌ,قیف,Oil pipe,(অয়েল পাইপ)
HS-68,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,ছিপি,"فَلِّيْنٌ، سِدَادٌ",ڈاٹ,Cork,(কর্ক)
HS-69,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,তালা,مِحْصَنٌ,"زنبیل، تالا",Lock,(লক)
HS-70,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,দূরবীন,مِرْقَبٌ,دوربین,Telescope,(টেলিস্কোপ)
HS-71,ঘরের প্রয়োজনীয় দ্রব্যাদি / مُسْتَلْزَمَاتُ الْمَنْزِلِ / House-hold things,কাঁচের কলসী,مُقَشَّشَةٌ,شیشہ کا گھڑا,Glass pitcher,(গ্লাস পিচার)
